model_name,rule,no_step,learning_rate,loss_on_train,loss_on_test
GRU_point_process_all,Trapezoid,4,0.4,39477.41796875,5472.62451171875
LSTM_point_process_all,Trapezoid,4,0.4,37907.3125,5256.9609375
RNN_point_process_all,Trapezoid,4,0.4,57056.24609375,8036.3193359375
